,Id,People,Average-Time,Sudoku
2385,2385,505,25,.9..5...3....4.6..8.63....2........8..85.31..7........9....83.1..4......5.7.9..8.
2386,2386,581,16,3..6.2.75...14.9...72.......63.5.......2.........8.62.......7....8.79...51.8....4
2387,2387,569,14,.6..8......9...3.7174.....5...8...7..8.527.4..1...9...2.....1647.1...2......4..3.
2388,2388,566,14,.34...2.......7...7..6...89...2.3....2671543....8.9...68...1..2...5.......3...19.
2389,2389,506,28,..48.....8..1.6..9.9....86..2..49.8..4.....1..3.68..7..16....2.7..4.2..8.....71..
2390,2390,541,17,..2..96..8.......9.....52.132...4.1..6..1..2..8.6...745.41.....6.......5...3..1..
2391,2391,500,29,.....8....7..4.2..2.3...6...96.54.......9.....2.78.39...1...725..5.2..1....1.....
2392,2392,526,25,.6....5..7..68....12.....3.57......13..4.1..76......94.5.....238...49..5..6....8.
2393,2393,573,16,9...1.5.8....9.....6....21...6.7..9....4.8...42....6...75....8.....3....6.3.4.7.2
2394,2394,573,16,.9.....1..57.92...6...3.2.9.7..1.......3.8.....6.2..8.2.9.5...8...16.54..6.....7.
2395,2395,597,11,...1......516.3.9...7.2.8.41.......5...549...9.......33.4.9.5...9.4.672......7...
2396,2396,502,29,.7.....5.3..51........428....7.....8..96.57..6.....4....21.........96..5.4..2..81
2397,2397,551,16,7...3...1...6.5....2....59.5.27.......81.96....1..32.4.47....1....4.....3...1...2
2398,2398,468,33,....6.5.1.5.8.2.3....1..7...3.....59..83.91..91.....7...6..4....8.7.6.2.3.2.8....
2399,2399,501,29,6...47.....73..8...5......43......281..7.4.9579......65......1......36.....91...2
2400,2400,570,16,6..4....8329...1......5.....6...8.....5...2.9...3...4....16....9.8...56.4....2..1
2401,2401,543,19,.2.....75.....46..749.6.......8.....67.....39.....1....9..1.527..19.....36.....1.
2402,2402,576,14,.3..78.....2....1...93.27.........459...4...281..........8.35..69....8.....46..3.
2403,2403,501,28,..87..9.......9..3.2..8..1.9..13...7.3.....5.1...94..6.4..5..2.2....1.....1..37..
2404,2404,548,17,.9....4......39.7....7.563...6.1.2..3.......7..4.6.3...496.3......82......8...52.
2405,2405,484,33,...351..4......8...1...4..6639......8...6....1.....9637..1...4...6......3..278...
2406,2406,549,23,9......2...57..4......6.....6.2....7.3.4...9.58...3..2....7......4..89..8.......6
2407,2407,564,17,..4..5...6...1.....1..6.75.....9.5...42...83..58....6..23.4..8.....3...4...7..2..
2408,2408,585,17,..9.1....8..5..6..6...4...1.62...3.9.........5.1...78.3.8.5...6..67.9..2......8..
2409,2409,574,15,65...2.3.1...9...7.34...2.....2.84..5.......1..86.1.....5...39.7.......4.4.1...78
2410,2410,526,26,5..4..8.7..6..1...3...5...1.....6.2..6..2..4..1.8.....4...9...3......4.......26.5
2411,2411,546,17,..64...8..4...9.261...8........74...67..5..32...96........1...393.7...1..2...57..
2412,2412,549,24,....1...7..63.89......6.2..58......3.9.4.7.826......71..2.9......52.17..3...7....
2413,2413,535,24,..5...6.128...7..9.......7...7..4.9....8.5....2.6..5...5.3.....9..4...521.....4..
2414,2414,576,17,...61..87..53.....7.84..3...14....9...........3....1....2..74.5.....67..97..2..1.
2415,2415,568,17,8..67.....36...587..1..4..6....3..1...9...7...5..9....5..4..9..164..........61..2
2416,2416,590,13,1.62.3.9...........5..1...2..5...2....19573....4...6..38.....6...........6.3.27.8
2417,2417,470,36,.25....7.8..1...533.......6...8.7....1..6..9.7..2.5...9.......218...3..9.7....68.
2418,2418,545,16,9.63..5...5.4...2...4.1.9..2..9.4.......6.......5.2..8..1.5.8...6...3.5...9..61.4
2419,2419,526,29,..3..1.5.52.....14...9.26........4.73...2...59.2........14.3....7.....61......7..
2420,2420,517,27,...........98.26...36.5..4.8....39...6..7..5...35..2.4.5..6.13...82.45...........
2421,2421,606,14,..95..36...14..85.....2.......35..2..4.....1..3..71.......6.....18..96...761.34..
2422,2422,581,16,.....7..9.6..9..2....4..85.25.......198.3.647.......15.19..6....4..1..6.5..8.....
2423,2423,608,13,.67..2..3...1....8.......27...87...5.8..9..6.3...24...2......4......8...4..6..15.
2424,2424,508,29,.947..85......3.7...782...1.13.........6.5.........94.4....81...6.5......35..168.
2425,2425,548,17,1.....4.........6....4.62.84..6...3....7.5....8...1..46.78.9....38........4....53
2426,2426,503,29,2...4...6.....34..61.....3...16.....56.....87...9.81...4.....91.785.....1...3...8
2427,2427,547,22,.....7.9.1......28..9...6.3.65.4.3....45.28....1.6.45.4.6...7..78......5.1.8.....
2428,2428,609,15,..16..3.....2736..6.....4..8.7.9.....2.8.4.6.....3.1.9........5..248......4..12..
2429,2429,585,16,.....36..6...4...8.....219...5.....1.614.852.9.....7...19......5...1...9..27..8..
2430,2430,603,13,.679..8.....3.2...835..........1..5..78.3.62..5..2..........487...8.1.....6..523.
2431,2431,467,38,....8...2..92.57..5...7.4..7.....51....9......26.....7..5.9.1.6..15.38..3...4....
2432,2432,584,15,.6.93.....3.8...52..5......9..5...415..3....918...9..6......4..25...4.6.....81.7.
2433,2433,499,30,....648.........3..58..2.7...3.7......74.85...6..5.78..7.6..15..1.........219....
2434,2434,544,23,......1...9.643.8.4...78..6..8..2...71.....69...7..5..2..85...4.7.296.5...6......
2435,2435,598,14,.9....28....57....25......7.....53..3.6...7.9..93.....7......68.2..64.....3...91.
2436,2436,595,15,.....32....987.31..7.....5...6....35..4...7..23....1.........7..1234.9....85.....
2437,2437,596,14,.974.38...8.....1...5.8......9..61..2.......7..45..6.3....6.4...5.....9......476.
2438,2438,504,26,..6..1.9..7.....3...34.21....2......1.....4.8......9....82.4..5.9.....4..3.7.62..
2439,2439,551,17,7..381....26..4....5...7...2.5.....1.6.5.8...3.....9.8...8...3....7..58....135..9
2440,2440,509,27,.....4..3..6.184...836.......1...27..29...83..45...1.......951...847....9..8.....
2441,2441,547,23,..81..4..7....4.....3..251.......8.5.3.....2.9.1.......452..7.....4.5..9..2..8...
2442,2442,597,15,.9.....3..3..46.1.......7..4..8..9.35.......17.92.3..4......2...4.32..5..6.....4.
2443,2443,601,14,1.9..3.6.4.2..97............2.....7.8...6...4.4.....2.....1......58..3.639.2..4.5
2444,2444,601,13,843...7................3..475.8...9....3.6....9...5.826..947..3...........8...951
2445,2445,473,38,.......3.9..3.46....7.........4..3.1.8...6.244.5..9....5....4....6..7..8.7.....1.
2446,2446,555,17,...761...421...5.6........1...1..9.8...853...3.7..4...1........8.5...462...587...
2447,2447,538,27,.1.5...2..9..6....5.7.3.4...5....76.6...8...1.38....9...5.7.1.2....1..4..2...8.3.
2448,2448,544,24,..6.7.49..........84.2...1.3...1...7..1...5..9...6..31.8...3.29........4.34.2.7..
2449,2449,610,17,8.31........7.5..........392....65..3.......4..9.....2.7....3.8...5.9.....6..49.1
2450,2450,639,17,9.2.....61..8...5...6..97......725..4..9.6..7..935......32..1...1...3..42.....9.3
2451,2451,615,15,283.......7.8.26..6....1....3..8..1.7.......3.4..53.8....3....1..61.9.4.......562
2452,2452,517,28,...2..7..97.6..4..641.....2...38...4.3.....1.8...29...5.....327..6..2.58..3..8...
2453,2453,589,18,....5.......6.9..5275....8..697.5..3....9....8..3.169.......7347..1.........2....
2454,2454,528,27,.3..2.6........9.4......5...273......1.....75.5...189...2.8....8.5...4......6..2.
2455,2455,566,22,.6...1.5385.2...1....6.....7.8.3..2...2...4...4..6...1.....9....8...5.4.27.4...8.
2456,2456,593,16,......35...94......579...21.6...5.4..18...27..4.7...1.57...913......67...21......
2457,2457,587,17,.23...54.........7.4.2.8..9..1..6...2...9...8...3.....1..6.3.9.5.......6.72....1.
2458,2458,606,14,..9...6.3.7.....482..49...7....6..3....587....9..1....9...32..442.....1.6.1...8..
2459,2459,525,27,.............7.6..1625....9..9...1686.......3478...5..3....9247.97.1.........5...
2460,2460,571,16,5.......9.9.1.8..2....4.....86.7.9...17.8.42...2.9.87.....6....8..2.3.5.2.......8
2461,2461,548,26,....8.7............7.6.3.4256.3.7....4.....9....1.2..865.7.9.1..........2.4.5....
2462,2462,544,23,...1..3...5.462....9...562..8....917.........537.......138...7....624.8...4..1...
2463,2463,622,16,...9.......35..1..41.....5...4.875..27.1.6.83..829.6...4.....78..6..52.......9...
2464,2464,627,14,.7...5.8.84......6..648.5......4..91..2...7..73..5......3.762..2......64.1.5...3.
2465,2465,624,15,.6.....3.....2...99851....7.7..1.5..3..5.8..4..1.3..8......74286.........3.....5.
2466,2466,499,33,8...2.6...1...6....5..87...781...3..5.......9..9...821....3..9....4...5.1.7.5...6
2467,2467,566,19,.....7.....52..93.3..6....4...4.5692.7.....4.96.3.....4....6..8.8...15.....8.....
2468,2468,511,35,..53.9....8.2.....7...6...1892...1.7.........1.4...2.33...4...2.....2.5....7..9..
2469,2469,592,19,....8.643..3..51........8..14.5...9.2.......6.5...3.17..4.........2.65..7.2......
2470,2470,606,17,..5...7....8.17.4.....82....2...6.845.......764.9...1....29...5.5.84.3....3...4..
2471,2471,635,14,.3.1.4...628...1........7..3..95...14.1...2.88...12..9..4........3...427...3.7.9.
2472,2472,609,14,.....9......2134...3..8.26..7....58.6...7...4.45....1..82.6..9...9325......4.....
2473,2473,508,30,..36.....7.......5..41...2.2....3..4..75.19..8..29...1.7...63..5..4....9.....82..
2474,2474,570,19,.7.....3....5.9..26...3...8.9....3...6.....7......241.9.5.7...12..1.6....3.....2.
2475,2475,541,28,..4...8..1...2......31659..49...8...6...1...3...2...89..69435......8...2..8...6..
2476,2476,551,25,7...6...445....6.22..9.1.....5.394.............627.5.....7.3..55.1....399...5...6
2477,2477,590,19,.5...172.3...7....7..3.2...41...8...2...3...6...6...42...5.7..4....2...1.74....9.
2478,2478,609,16,56.7...8..1.689.........2.....43.7....1...8....3.98.....6.........142.6.94.....7.
2479,2479,607,14,..95..2..4..2.1.3.....3....91...5....2.3.9.1....7...85....6....56.9.7..8..2..83..
2480,2480,522,27,..2379..1......8..7.....9.3...48.3...7..9..2...9.57...2.4.....8..7......3..7265..
2481,2481,581,17,7..4.1..6..1.2....3..5...8...89....2.9.....681....84...8...4..1....5.2..9..6.2..3
2482,2482,518,33,.4.3..87......5.1..27..6......7....4..98..1.......3......5..78..6.....5..82..7.9.
2483,2483,550,24,6......82..7..53...8.....6.25.1.....7...2.........8.54.6.....9...93..1..14...6..5
2484,2484,614,14,1..65.8.3...9.7....6.....9....1...385.8...1.797...8..........6....5.1...3.7..4..1
2485,2485,597,18,.94....5....2...4...3.7.2.93..92.....1.3.4.7.....87..39.8.3.1...5........3....68.
2486,2486,641,13,3...1.7...87....3.1.68..5....3..8..1...6.3...5..2..6....8..23.5.5....41...1.4...9
2487,2487,549,27,.7..2.59.8..36...4.4......6...9.8.7.....7.....1.4.....3......5.4...52..3.57.4..1.
2488,2488,577,17,.7.....5....9581..1.....6..6.5..78..7..5.4..6..28..9....4.....3...729....2.....9.
2489,2489,508,33,.....3....8..1..456....73.99.......1...965...3.......8..52....612..3..9....7.4...
2490,2490,561,26,...6.9..32..3.........48.9.8.4...1...3.....49..9...5...4.85.........3.529..1.7...
2491,2491,611,16,......19...6.84..3.......8..8...6.2.9..5.3..4.2.....7..5.......4..15.2...97.4....
2492,2492,634,14,.9...7....54.8....7...62..8......6..51.8...27..7......8..97...6....3..4..4.1...9.
2493,2493,650,11,..3........69...4.8..374..1....4..65.95...23.68..9....9..765..4.3...25........1..
2494,2494,541,25,.8...7.39....8..1..27....4...8.2.57..4.....8..56.9.1...7....2...6..4....13.6...9.
2495,2495,603,15,3....6..4..2...7.1.9.........7.1.84.53..4..26.49.6.3.........7.9.5...2..7..8....9
2496,2496,510,34,.6.3.....4.7...1.2..2....7.....52....2.....3....43...9.8....9..2.69.84.3.......5.
2497,2497,594,20,9....6....7...45..4.31....2.4.8......9..2..6......5.7.1....87...865...9....7....6
2498,2498,626,14,..16.93..6....5.....5...17.9..8....3.1.....4.4....7..1.34...2.....7....8..64519..
2499,2499,637,13,.4...98.5..6..2....9..8..2...89..5.7...7.1...7.5..42......7..6....6..1..3.24...8.
2500,2500,631,11,........9...1.6..446..8...5..13.56....8.7.3....49.87..7...1..833..4.9...9........
2501,2501,533,30,.96.1.8.4.......3......8......183.5...2...1...5.94.......35...9.7.......1...9.34.
2502,2502,575,16,..........1.....866.48.3..18.2.4.3..54.....68..1.8.7.44..1.92.773.....1..........
2503,2503,524,32,.1.........24.8.....4.396..16......82...9..318.......7..675.8.....3.47.........1.
2504,2504,590,20,....6....5..3.7..9.42....7..94...3.2..79.45..6.5...94..3....72.2..7.6..1....1....
2505,2505,599,16,9.......7.4..75.......9.6...82954.....97.14.....83215...6.1.......52..8.4.......6
2506,2506,608,16,.2.19..7.34.....91.....7.....3.7.2..5.......3..2.3.6.....5.....98.....56..4.19.3.
2507,2507,613,12,..829.7..7..1...68..4...3.....7....1.4..1..3.9....8.....9...8..25...3..9..3.596..
2508,2508,523,29,...2.....5...4...2.12.5..8..751.3.6...6...2...2.7.583..4..8.75.3...1...9.....4...
2509,2509,581,17,8...1..37...9...5..29.6....1...2.376..........57.9...4....7.48..1...4...78..3...1
2510,2510,476,39,6.....2..9.2..3.1.4....1..6....975.............468......31....4.5.8..693..6.....8
2511,2511,576,21,.....83.....4..8...4.....5151...7.4.7....4..3.6.1...9239.....2...23.......17.....
2512,2512,600,17,16....4....2.9.........4...5.....1.78..1.7..6..6.....4...7.........5.7..4.7.2.985
2513,2513,600,18,...93....736...41.....1..3.5.....27.3..8.7..1.74.....3.5..7.....63...527....95...
2514,2514,626,13,3.2..49.7.....84..4....1.2..3.....9....4.7....7........2.5....4..83..6..9.17..5.2
2515,2515,527,29,73..1..2....5...3...1.47...8.......2.67...89.2.......7..687.1...8...9....7..3..86
2516,2516,614,16,..7.4.5..5.9...1.4.1..9..2.....2.4..2..5.1..3..6.8.....4..5..1.9.3...8.6..1.6.2..
2517,2517,500,32,3.......5.7...1.3..8.6...4.....246..1.......8..956.1...1...5.7..2.7.6...8.......2
2518,2518,563,28,5....7..1.6.....4...7..196.6..4.2...9.......4...375....418..7...5.....1.2.......9
2519,2519,578,20,.9.....4....2..6..43..8..92...8...23.........86.1.7...94..2..16..8..9....2.......
2520,2520,596,16,..27..1.....1.4....4...9.3.36.....478.....6.127.....95.9.4...1....3.1.....5..62..
2521,2521,614,15,...1.3.298....5..7..2....1.92..1....4.......6....4.231.8....4.....6....519.3.7...
2522,2522,551,24,...6.9.2.9...35...5......91..84.7...3.4...6.......17..25......9...27...3.3.9.6...
2523,2523,593,16,....7.1.94......7..91...5....9.63...6.2.5.8.4...41.9....8....5..1......89.3.2....
2524,2524,556,24,....4..8..3.......86.791..4..74..2....39.86....5..74..3..125.47.......3..5..7....
2525,2525,600,19,.......5..73..6...1...8...33.7.5.8...6.....1...2.1...45.......8...82.46.23.......
2526,2526,584,17,...9......4..5293....4.65...73....9...1...6...2....41...46.1..7.3927..5......3...
2527,2527,601,14,.9.8.24....1.7.3..3..1....7.3...1.5.....2.....7.9...8.1....9..6..8.5.1....92.6.4.
2528,2528,588,12,...954.1...5......2....14.....8.9..7.86...95....5.7..4..76....2......8...1.795...
2529,2529,494,37,.7....81............687.9.....7.5..3.53.2.18.2....4.....2.315..........1.95....2.
2530,2530,583,17,.2..89......5....4.6.7...3.......8..2.83.14.6..9.4.2...7...5...1....7......86..7.
2531,2531,508,30,.78..52..69..4........8.....8.45.7...65...4....4.28.1.....1........6..84..93..12.
2532,2532,539,24,81.....4.9........2.3.7..61...3.4..2....2....5..1.6...35..1.8.9........5.7...9.14
2533,2533,587,15,..6...9......8....3...65..2.8...1.4.96.....87.237...9.6..35...8....74.....1......
2534,2534,547,17,.745..9.....7.....5....3...45.3....63.......86....8.72...6.2..5.....1.....2...46.
2535,2535,602,13,1.75.92....5.7.36.2...1.....2.6....7.........9....8.1.....6...9.31.4.8....9...7.6
2536,2536,528,29,63.........8.1.6....189.4....4.7..8...92..7...7..8.5....3.571....5.4.8..........9
2537,2537,583,14,29.3...8...34.27..5......2.........64.78.12.93.........1.........67.85...4...5.91
2538,2538,555,23,19.8...2.2..7.......6.......5..7.....796..48.....1..........8.....9.6..2.3...57.4
2539,2539,576,21,.1.6.....2.....43..4..2.8..5..7.8...8.......49..1....5..9.7..2..57.....1.2...3.7.
2540,2540,607,16,...428...........8..9.5...6.23...1..1.5.6.7.2......45.4...1.6.59...........537...
2541,2541,586,18,.1.2.5.....79.4...25....43.....7..5.9.......3.3..9..7..81....46...5.62.....1.3.8.
2542,2542,622,12,...1.87....9..52.8.2.6......4.2......6.3...5...8..4.7......9.3.7.48..6.....5.3...
2543,2543,521,30,..5..43.........4..4..67.9..1..7...4...2.9...7...8..6..5.69..38.6.........851.6..
2544,2544,573,16,.4.6...7.39.7....28.5.........9.1..3....7....5..2.4.........6.545...8.37.6...2.4.
2545,2545,526,27,....2.7.9.7..1..5...54....3..8.7.......2.1.......4.21.6....83...4..9..6.1.3.6....
2546,2546,529,27,....85.9...5...6..3..2.7...1.9....53.5..3..6.63....2.9...7.8..2..3...9...7.51....
2547,2547,599,18,73..5..2...2.........1.3.8..5.3.9...8.......5....67.3..7.6.1.....5...9...8..9..47
2548,2548,605,16,.86....743.....5....4.1.........9.12...1.8...73...........9.2....9.....1167.3.45.
2549,2549,616,13,.7.9....12.17.83.9.8.......3...61..4.........4..35...6.......1.7.96.38.55....7.4.
2550,2550,513,34,....4......6...4.9..157.3..5..8.6...8...1...4.....5..2..8.527..7.5...9......3.2..
2551,2551,579,16,8.....4.1.6.3.2.5..75..8...5.......4.4..8..1.7.......3...2..38..1.5.4.2.9.3.....5
2552,2552,537,28,8..6..3....3.7..41..2....6.9..3...1.........5.8...4..6.1.......59..1.4..2.7..8..9
2553,2553,551,23,7...834.1..4..75.28.....9......5.....1.8.6.3.....1......9.....41.76..3..2..4....9
2554,2554,614,17,9....4..7.6.....43.78..9.2.....3.......8.6......17......32..76..5.....3.1..9....2
2555,2555,622,15,..3......7...8..2.....4.5.7....2791..7..5..8..5836....2.4.7...1.3..1...4......6..
2556,2556,633,14,..15......8.17...3...9.35.7.7.4.....19.....45.....9.6.2.43.5...8....6.3......14..
2557,2557,523,31,...2....9...6314..8........9.2...6.8.8..4..7.5.4.....1....9...7..8165...1....8...
2558,2558,567,19,..6..53...9..32...5.......9...56...88..1.9..71...84...6.......2...24..5...53..94.
2559,2559,513,31,..36.85...2.175....9..4....9.......2.15...93.6.......8....5..4....867.9....3..8..
2560,2560,564,26,79.....8...247........6...1...69.....4.....2.6...13.......3..5......17...8...2.14
2561,2561,614,17,...2345..7...9...6..2....8.5.1...9....45.97....6...4.5.8....6..1...8...7..9647...
2562,2562,627,15,9.........82.36...6.5...4.1...21.....6.5.4.2.....97...1.7...3.8...84.76.8.......2
2563,2563,628,12,....819...7..2..8.8.....6.47.165.8.............6.423.94.5.....8.6..9..3...716....
2564,2564,490,34,2...5...786.7...1....6..9..74...5.............9.8.6.23..5..2....8...7.696...8...4
2565,2565,577,17,8...4......2...4..6..7....5..86...23.6.8.5.1.29...48..1.6.....2..7...5......9...8
2566,2566,570,24,...924..8..3..6.....1..84.....8....6.18...75.5....3.....25...........8..6...32..7
2567,2567,563,24,.......9.....7128.4..86...131.....75....8.....6.....2.1...5...6.7519.....2.......
2568,2568,612,17,..6...59..4...5.1.9.....2.....9.16..........2...3.7.....5.....4.2.7...3..97..412.
2569,2569,636,14,.......68..8..4..5..7.8.1..1....84.79...2...63.25....9..9.6.5..5..9..7..71.......
2570,2570,629,14,.6....7..4.97........349....941..82...........58...43....962........45.2..3....9.
2571,2571,524,29,4.........97......3...5.1....871.96.6...2...7.12.964.....26...4......59.........3
2572,2572,563,20,..43.91...9..21.4.2.....6....9..7....2.....8....6..9....2.....5.4671..3...3..54..
2573,2573,555,27,...5..7.......1..6712..9..4.7.6...5...3...2...4...3.9.4..2..3856..4.......7..5...
2574,2574,521,30,82.......1.39.8..5..67.....7.92.....5...7..........8.6.....15..2..5.93.........92
2575,2575,633,16,..........78....4..4...81.539..8.4...8..2..5...5.1..932..5...7..3....6..........1
2576,2576,596,18,5.......3.4..9.72..9.56....6..249...4.......1...751.......18.3..58.2..4.1.......6
2577,2577,628,14,..17.4.353...62.7..........6...2.7.3..2...6..4.8.5...2..........8.51...414.6..3..
2578,2578,521,33,....4.......3...2...56..37...9.....7.274.1.3.6..7..1.9.16..38...9...5.......2....
2579,2579,596,16,.7...3.6.53......1..96.23..1.......3...528...4.......9..81.79..6......87.9.8...3.
2580,2580,544,27,.967...8..7....9.42....8..6..1..68...2.....6...71..4..3..5....29.5....1..6...354.
2581,2581,571,22,275.....4...6.3.......4..8.1.....7....64.18...82...4...4..3.......9.2...9.....631
2582,2582,626,15,.1.7..34.8.3.....1...39..5..9..2......2...8......3..6..2..46...1.....6.7.68..321.
2583,2583,606,15,7...2.....5....81.38...9.5...5.46....7.1.2.6....38.1...2.9....6.34....2.....5...7
2584,2584,620,14,7.1.....92.5.......6..5......638.4..5.8.6...7..7.452......2..3.......1.23.....9.5
2585,2585,520,32,2......1...9.748.2...2.1...3........41.85...7........5...7.2...5.469.2...6......3
2586,2586,559,19,562....1.....4.5....3.......897.6.....1.8.4.....4.378.......8..1.5.2.....9.....75
2587,2587,544,27,.38.71...61.8...5.2.9........3.8...5......6..5...9.1........2.9.7.....13...43.58.
2588,2588,579,25,..4......8..92...4.2.7.6.9..32....7.1.5...3...9....15....2.7.1.5...14..3......4..
2589,2589,612,17,....8....7.42..8.5.....9.6.31.....92.........6......84.3.8.....9.57.41.8.2..3....
2590,2590,645,14,...5.8.3.2........9.....264.712.5.......6.......9.345.45......36.......7.9.7.6...
2591,2591,610,14,1..2..6...23..784..8.4......6.....3.7.9...4.1.5.....7......3.5..421..36...7..4..2
2592,2592,547,30,.68...1...4.8.72..2..6......5....6.96.......51.4...72......9..2..17.4.....2...57.
2593,2593,533,23,1..83...6...1.7..3.3.5...9.......6493.......86.2.......2...8.3.7..6.....8...19..7
2594,2594,553,28,..6......45.67..9.....4.6.8.8....74.7.......6.92....1.9.1.8.4...3..92.67......1..
2595,2595,563,26,...42..8...7...1......95..491......62...5...13...6..757..53......4...3...6...4...
2596,2596,621,15,..9.5.1.....9.3....4...2..93...7..2..21.6.9...9..2...42..7...8....5.8.....5.1.4..
2597,2597,628,14,..2..16...3.6.5.....57..8.4.1..54.....7...4.....97..5.2.1..69.....8.9.6...94..1..
2598,2598,640,14,..1.5.7...4..7835......4..9.3........574.183........1.5..2......6819..4...2.8.1..
2599,2599,548,26,.4............17.3..5.8...935.8...9.21..5..76.8...9.358...7.2..5.49............8.
2600,2600,594,17,85...4..7...8.7.....79..25.......3..972...514..6.......91..26.....5.....5..6...89
2601,2601,561,27,6..........2..13..5...82..6.5....62.4...2...5.86....9.3..25...9..49..2........8.3
2602,2602,453,23,..56..47...2.39...8.......6..93.8.5...........8.5.47..2.....6.5....9.....31..72..
2603,2603,602,19,.....4....1.9.6...47..8...91.....42....5.7....98.....65...3..61.8.165.9....4.....
2604,2604,647,13,2.19...43....8......3...52...68.......92516.......68...18...4......9....74...32.9
2605,2605,620,16,..47.....2........1..2.3..453...8.2...6...9..97.6...317..9.1..8........3.....51.9
2606,2606,576,24,....7.....1.5.23..39...851.65....8.4.........4.9....32.462...85..37.5.4.....6....
2607,2607,603,17,...53..8...3...1....7..25.6.6..13....7.8.5.9....76..2.6.91.......4...9...2..59...
2608,2608,576,25,....5....7528...4..8...32....631.....7..2..8.....786....19...5..9...5413....8....
2609,2609,576,23,.81......5.7.....8...48.....79.3..4.13.....76.2..5.19.....25...9.....3.....6..45.
2610,2610,632,17,..........7.246.9..9..7.34....16...3..8...7..1...59....49.8..7..8.724.3.......5..
2611,2611,573,20,........77.4...1.3..2.49....4.3.27....8.5.3....54.6.2....51.9..9.3...5.68........
2612,2612,626,14,2..8.15........4...73..29.....2.964.4.......1.823.4.....7...15...8........54.7..8
2613,2613,579,26,...549....7..32.4...1......2...5.1..4.3...8.6..6.7..........5...6.7...9....498...
2614,2614,572,17,9.......8.2.6.74....1..4.......5..96..2...7..39..86.....32..8....91.3.7.2.......4
2615,2615,549,31,.1.4.....4........79..1....1....6.34...254...95.3....2.2..95.76........9.....2.8.
2616,2616,571,25,..326.7.......5.....7...1...9.....4.1.6...2.7.2...736...41..6.....3.........294..
2617,2617,616,14,7..8..4.2..83..6.........7.47....5..1..9.2..8.3......9.5.........6..9...2.7..8..3
2618,2618,622,18,...6.7...73....5...8.....3...2..586.4.......2.6.1..4...9.........3.4..56...923...
2619,2619,644,13,7.2...3.9......7..3...952......3.52..6.....8..28.4......915...2..6..3...1.5...8.6
2620,2620,527,33,4...5.......6..2...3...1.96.9....58.3...9...2.25.3..7.74.1...6...3..7.......6...9
2621,2621,577,20,.....6.45....4....3.7...8.......43...23.7.984..61...5...2...4.8....1....76.9.....
2622,2622,553,26,..71.86...1.69..8.....4...185......4.....9...7......166...7.....8..63.2...58.19..
2623,2623,594,22,.6.87..5...5..3.....4.5.1....6..9.2.9.......7.2...48....3.1.7.....3..2...7...2.6.
2624,2624,638,17,.9.3..81..........34.76....6...8.3...5......9..8.4...2....17.9..6........3...4.5.
2625,2625,633,16,...7.1.6.....9.1......2.78..2.8..6434.......1531..7.2..43.5......7.8.....9.6.3...
2626,2626,629,14,..62..7147.........8..97.5.....8.2..6.5...4.9..3.1.....7.63..9.........7269..13..
2627,2627,542,30,5.......8..4.9......2...17....958...95.1.2.4....473....875..6......2.3..4.......7
2628,2628,597,17,4.6.28..3......1...3......225.89...48.......61...42.785......6...4......6..5..4.9
2629,2629,501,37,...5.6..1...9...4..1....86..9.....86..63894..74.....5..64....3..3...1...9..8.4...
2630,2630,598,21,......8..8...4.......2.75..64........59.3.72........16..85.6..9.2..1..75..7......
2631,2631,595,18,1.......3.2..9..7.3.7..26.....7.5....612.984....8.4.....6...7.1.4..2..6.9.......4
2632,2632,608,18,7.3.....4.4..2.75...5...9.......6..84..1.5..22..9.......4...2...3..9..8.6.7...3.1
2633,2633,653,12,..4..82..........7.3..91.6.3....2.86.1.3.6.5.86.1....9.8.57..3.1..........58..6..
2634,2634,543,27,.51.6..8...6.2.1.7.7..........2....3.8.3.9.4.3..6.5..........1.2...4.5...1..5.32.
2635,2635,596,16,....9......37.14...42......6.5....898..657..442....3.5......13...83.96......8....
2636,2636,549,31,...6.3.8.8.32.....1.6....2.692.....5.........7.....298.2....5.4.....49.1.6.5.7...
2637,2637,615,23,3..5....8.7..6...3.5....17.1..7..8...4.....2...5..9..6..2....9.4...2..6.7....4...
2638,2638,617,16,..5...8...8..43.7.2...8......9..45.....9.6.....21..9......1...5.1..68.3...4...68.
2639,2639,625,16,..9.73...7....4....84....9...3..512.51.....76.971..3...7....41....4....5...53.8..
2640,2640,636,12,.92...1..3..9....768.4....3..3.5.6....1...7....6.7.8..5....8.797....6..1..9...28.
2641,2641,521,33,.7.4.8..1......9.4....13..54..1.65....1...6....68.5...6...8....9.3......5..6.7.9.
2642,2642,612,13,48...9..3.....37....3.6.1.....3.621...........714.2.8...2.4.8....42.....3..8....7
2643,2643,542,32,9.............4..3.5..7.61.7....8..1.2.......8..162..7.31.4..5....5.............8
2644,2644,566,24,...7..5....4...1.7.5....24.....57...8..9.4..3...82.....85....9.621.........2.3...
2645,2645,597,19,.6..5...2......1.....1.48.7....7..3..8.9...2..5..3..7.9..7.1.....6......4.7.6....
2646,2646,622,14,1..63.5...6.9.8...3......7....126...4.8...2.1.....5....3......8...5.4.....6.87..4
2647,2647,621,15,..6..51...8.....7.1....9..879...4.5.4.8...7.3.1.3...842..5......5.....6...71..9..
2648,2648,524,31,..3.....9.273.....89..25.6..6........8.169.2........8..1.84..96.....154.4.....1..
2649,2649,585,17,8.4..23.....65...4....9....37....69...........1.....72...9.7...6...28.....5...2.1
