,Id,URL,Level,Unit-Time,Solution
34,34,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=30/10/2019,Moderate,minutes,673854192845921736921763845284139567756248913319576284162487359538692471497315628
35,35,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=29/10/2019,Moderate,minutes,183247659975638421264915783317869542542173896896524317639451278428796135751382964
36,36,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=28/10/2019,Gentle,minutes,426931758958247163713568924645319872381472695279856341597184236164723589832695417
37,37,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=27/10/2019,Diabolical,minutes,925187463674923851183456792857631924496275138231894576768512349512349687349768215
38,38,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=26/10/2019,Moderate,minutes,462938715573216849918475263749852136231647958856391472184569327627183594395724681
39,39,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=25/10/2019,Diabolical,minutes,187569423596432187324871695763125849842793561915648372651987234278354916439216758
40,40,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=24/10/2019,Tough,minutes,984761253265834719317952864591487326723695481648213597879326145132549678456178932
41,41,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=23/10/2019,Moderate,minutes,845736219769241358321985467237418695194652873586379124918523746452867931673194582
42,42,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=22/10/2019,Moderate,minutes,974653218521879463638241759192786534785324196463195827346517982217968345859432671
43,43,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=21/10/2019,Gentle,minutes,457296813836571924219834576398642157571983642624715398942168735785329461163457289
44,44,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=20/10/2019,Diabolical,minutes,846217359729563814513948672358792146294156783167834925975321468482679531631485297
45,45,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=19/10/2019,Moderate,minutes,682351947971248536435976218564723891718569324293814675347695182159482763826137459
46,46,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=18/10/2019,Diabolical,minutes,692417358375628149814395267527831496968742513431569872286174935153986724749253681
47,47,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=17/10/2019,Tough,minutes,641273958829456137357918426462891573135627894978345261513782649784569312296134785
48,48,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=16/10/2019,Moderate,minutes,549132768176849532328567419694273185257618394813495627482356971765921843931784256
49,49,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=15/10/2019,Moderate,minutes,724893651659241738831675249275134896946758312183926574417382965598467123362519487
50,50,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=14/10/2019,Gentle,minutes,195386427846712953732945186968521374327894561514673892259137648483269715671458239
51,51,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=13/10/2019,Diabolical,minutes,923765841568419273741238659152673984394581762876942315639157428217894536485326197
52,52,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=12/10/2019,Moderate,minutes,978513264564279138123648957316425879852397641497861325741932586635184792289756413
53,53,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=11/10/2019,Diabolical,minutes,184259736627431958539786412473865129815392647296147583751928364942613875368574291
54,54,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=10/10/2019,Tough,minutes,917485623456732981283196457895217364324659718671348295569873142748921536132564879
55,55,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=9/10/2019,Moderate,minutes,235619784861734259479852613547986321698321547312475896123597468754168932986243175
56,56,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=8/10/2019,Moderate,minutes,791625483845173692623948571958216734174389265362754819416537928537892146289461357
57,57,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=7/10/2019,Gentle,minutes,316785492427139856589246731764951283195823674238674519952367148843512967671498325
58,58,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=6/10/2019,Diabolical,minutes,352961874497853216168472395516798432289314567743625189924137658871546923635289741
59,59,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=5/10/2019,Moderate,minutes,349217685817564932562893741625371498473982156981645273196758324254139867738426519
60,60,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=4/10/2019,Diabolical,minutes,543267819879135264216894375785341692391672548624589731967428153132956487458713926
61,61,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=3/10/2019,Tough,minutes,436195782751283649289647351364958127512764938897321564148539276673812495925476813
62,62,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=2/10/2019,Moderate,minutes,783594126654321798192867345875943261216758439349216857968132574527489613431675982
63,63,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=1/10/2019,Moderate,minutes,781459632396182754245367918658923471934871265127645389462718593513296847879534126
64,64,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=30/9/2019,Gentle,minutes,651348792839752641472169385364571829925684137718293456583917264146825973297436518
65,65,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=29/9/2019,Diabolical,minutes,378512694542976831169438725896154372214763958735289416451897263687321549923645187
66,66,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=28/9/2019,Moderate,minutes,712589364956743812438162597389627145245918673671354928124895736893276451567431289
67,67,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=27/9/2019,Diabolical,minutes,971845362824361957536927481697138524213594678458276139189652743345789216762413895
68,68,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=26/9/2019,Tough,minutes,865719342239645718174283695681957423427368159593124876956871234748532961312496587
69,69,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=25/9/2019,Moderate,minutes,761534829923687145485192376536478912214359768879216534392861457657943281148725693
70,70,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=24/9/2019,Moderate,minutes,127864359845913267936752418713429586692581734458376921571248693289637145364195872
71,71,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=23/9/2019,Gentle,minutes,183764952654921378729385416895243761372156849461879523937412685518697234246538197
72,72,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=22/9/2019,Diabolical,minutes,374598126129634578865712934756921483243865719918347265531476892687259341492183657
73,73,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=21/9/2019,Moderate,minutes,517246389243897156896315247385621974129754638764983521472569813651438792938172465
74,74,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=20/9/2019,Diabolical,minutes,761283954923547186548169732185724369394856217276931845819675423637412598452398671
75,75,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=19/9/2019,Tough,minutes,568293147427681593193547268271938654356412879849756321982375416614829735735164982
76,76,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=18/9/2019,Moderate,minutes,912683547367524819854179236129746385638951724475238961593412678246897153781365492
77,77,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=17/9/2019,Moderate,minutes,328759614974681352561243897256897143413562789897134265649378521135926478782415936
78,78,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=16/9/2019,Gentle,minutes,927146385345287961816593742158372496273469158469851273792638514581924637634715829
79,79,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=15/9/2019,Diabolical,minutes,749238561826517394531964827453129786967385412218746935372491658185673249694852173
80,80,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=14/9/2019,Moderate,minutes,471896352863752194259341867784219635935687241612534789596173428347928516128465973
81,81,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=13/9/2019,Diabolical,minutes,369174528412853769587269413231486975758921634946537182193748256875692341624315897
82,82,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=12/9/2019,Tough,minutes,752938416841267953963415872519324687378156249426879531697583124235641798184792365
83,83,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=11/9/2019,Moderate,minutes,237981564964735182815246937571863429496127853382594671728619345649352718153478296
84,84,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=10/9/2019,Moderate,minutes,635941287428765391197238645952873416813426759746519823264197538579384162381652974
85,85,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=9/9/2019,Gentle,minutes,839765214716824593542193768285671439973458621164239857428316975691587342357942186
86,86,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=8/9/2019,Diabolical,minutes,243871596195643827768592134812369745436758912957214368374125689689437251521986473
87,87,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=7/9/2019,Moderate,minutes,491576382682934517375218964857643129264891735139725648713452896926187453548369271
88,88,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=6/9/2019,Diabolical,minutes,361427895457968231298531764183745926526319478749286513935174682872653149614892357
89,89,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=5/9/2019,Tough,minutes,871245369634879152592631478716952843983467521425183796259314687148796235367528914
90,90,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=4/9/2019,Moderate,minutes,168934572245871639793652481519348726427165398836297145352719864684523917971486253
91,91,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=3/9/2019,Moderate,minutes,639481752425673891871592463716935248984267315352148976568729134247316589193854627
92,92,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=2/9/2019,Gentle,minutes,361854927897216354425397168956182743143579682278643591532768419684931275719425836
93,93,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=1/9/2019,Diabolical,minutes,679541823541238679832796451326174985915382764487659312763925148294817536158463297
94,94,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=31/8/2019,Moderate,minutes,569143872714289536238576941697452318123798465845631729351927684972864153486315297
95,95,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=30/8/2019,Diabolical,minutes,126794853487352169593816247239461785618275934754983621371648592962537418845129376
96,96,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=29/8/2019,Tough,minutes,567913842418625973239784516746531289982476351153298764624859137395147628871362495
97,97,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=28/8/2019,Moderate,minutes,581623497723954681469178235956781342348265719172349568615492873837516924294837156
98,98,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=27/8/2019,Moderate,minutes,754681932268593174193247865942856317631724589875139426526418793489372651317965248
99,99,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=26/8/2019,Gentle,minutes,932851674714632598865497213597248136621375849483916752259184367146723985378569421
100,100,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=25/8/2019,Diabolical,minutes,758134962416295738923768451132486597874519326695372184581643279367921845249857613
101,101,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=24/8/2019,Moderate,minutes,461837259285419673397526481154968327679342518823751964548673192932185746716294835
102,102,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=23/8/2019,Diabolical,minutes,213497685675821394984563217732614859891375462546982173368749521429156738157238946
103,103,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=22/8/2019,Tough,minutes,147235896296841573358769214839152467674398125512476938461523789723984651985617342
104,104,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=21/8/2019,Moderate,minutes,428691375135827496697345281276189543981534627543762918319476852854213769762958134
105,105,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=20/8/2019,Moderate,minutes,725968341961437258438215967219673584647582139853194726372841695186359472594726813
106,106,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=19/8/2019,Gentle,minutes,265738914931462785748195623812349567573216498694857132157923846426581379389674251
107,107,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=18/8/2019,Diabolical,minutes,254863917371594826896172453582716394417329685639458172765941238143285769928637541
108,108,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=17/8/2019,Moderate,minutes,173849562856732194429651378514326987692578413387194625268413759741985236935267841
109,109,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=16/8/2019,Diabolical,minutes,146725983375819264289463751512637849697248135438591627863974512754182396921356478
110,110,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=15/8/2019,Tough,minutes,324758961657419832189623745732896154841532697965174283516387429493261578278945316
111,111,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=14/8/2019,Moderate,minutes,719625834458193726623847915165734289974281563382569147241976358596318472837452691
112,112,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=13/8/2019,Moderate,minutes,471958362639427851582361794926134587714895236358672149243789615165243978897516423
113,113,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=12/8/2019,Gentle,minutes,139672845768354912542918736624137589395486127817529463456893271973241658281765394
114,114,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=11/8/2019,Diabolical,minutes,217596384965348721834172569142935678379681245658427193721854936496213857583769412
115,115,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=10/8/2019,Moderate,minutes,492765813673148925158239467829571634564983271317624598985316742736452189241897356
116,116,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=9/8/2019,Diabolical,minutes,738549261169732584425681937314965728572318649896427153987254316243176895651893472
117,117,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=8/8/2019,Tough,minutes,841765932273849615659132478316257894795418326428396751132674589584923167967581243
118,118,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=7/8/2019,Moderate,minutes,683451729524379861791628534945186372367542198812937645238714956476895213159263487
119,119,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=6/8/2019,Moderate,minutes,532189674649527831871346259258964713364712985917853426483671592796235148125498367
120,120,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=5/8/2019,Gentle,minutes,267549831348721569159368427682154973973286145415973286596432718734815692821697354
121,121,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=4/8/2019,Diabolical,minutes,587394126961257348234861759375946812126583974498172635653418297742639581819725463
122,122,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=3/8/2019,Moderate,minutes,345198276712653894869274351426785913197342685583961742638417529251839467974526138
123,123,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=2/8/2019,Diabolical,minutes,547138692238769154196254738752941863963582417814376925685493271329817546471625389
124,124,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=1/8/2019,Tough,minutes,214573896876129543359864217698432175137958624425716389781395462963241758542687931
125,125,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=31/7/2019,Moderate,minutes,429857316583916427761432985178649253294573861635281749912364578846795132357128694
126,126,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=30/7/2019,Moderate,minutes,714356982823794561965128473238517694496283157571649328359871246682435719147962835
127,127,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=29/7/2019,Gentle,minutes,349612578618457329725839461432798156981563742576241983167924835294385617853176294
128,128,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=28/7/2019,Diabolical,minutes,531847629976215843482396715197568234348729561265134987853671492614952378729483156
129,129,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=27/7/2019,Moderate,minutes,821367954546192873973458621257846139134529768689731245462913587795284316318675492
130,130,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=26/7/2019,Diabolical,minutes,496152783832476915571389264653847129189235647724691538918763452245918376367524891
131,131,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=25/7/2019,Tough,minutes,219853764754196283863724591421937658695481327387562419136249875948675132572318946
132,132,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=24/7/2019,Moderate,minutes,653192874274368195198547362431759628786421953529683417315974286962835741847216539
133,133,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=23/7/2019,Moderate,minutes,189745236234869751567132498942618375853497162716253984495381627321576849678924513
134,134,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=22/7/2019,Gentle,minutes,243715869975682341861493572732154986596827413418936257659278134327541698184369725
135,135,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=21/7/2019,Diabolical,minutes,234695187856271943917348652461837529378529416592164738689412375745983261123756894
136,136,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=20/7/2019,Moderate,minutes,943618275168725394275349681792153846384976152516284739829567413637491528451832967
137,137,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=19/7/2019,Diabolical,minutes,415723896693841257728596134236187945971435628584269371862974513149358762357612489
138,138,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=18/7/2019,Tough,minutes,274916835836257941195834267352148679641795382987623514463572198729381456518469723
139,139,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=17/7/2019,Moderate,minutes,698315472571284936324697185813526749752943861946178523469852317137469258285731694
140,140,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=16/7/2019,Moderate,minutes,674985321192673854538412967267138549859247613413596278745329186386751492921864735
141,141,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=15/7/2019,Gentle,minutes,276459831189732645534816927862391754345678219791524368423187596658943172917265483
142,142,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=14/7/2019,Diabolical,minutes,618574932432968517975123648596312784327485169184796325861257493749831256253649871
143,143,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=13/7/2019,Moderate,minutes,147632859896751342523498671914827536738965124265143798381279465679584213452316987
144,144,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=12/7/2019,Diabolical,minutes,961428375275631894834957126596874213348215769712396458489162537153789642627543981
145,145,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=11/7/2019,Tough,minutes,782951643961324857354876912135482769249637581678519234526743198497168325813295476
146,146,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=10/7/2019,Moderate,minutes,276834159539671284148529763483296517692715438715348926861957342924183675357462891
147,147,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=9/7/2019,Moderate,minutes,342875619156924837978163524785216493694738152213459786837691245429587361561342978
148,148,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=8/7/2019,Gentle,minutes,463589172928317645715462389234756891689124537571938264342875916896241753157693428
149,149,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=7/7/2019,Diabolical,minutes,672941538951283674438756291349618725517429863286537149193862457725194386864375912
150,150,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=6/7/2019,Moderate,minutes,231784965457269831698531427743892156812675394569143782175928643924316578386457219
151,151,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=5/7/2019,Diabolical,minutes,278136945643952871591874623729413568835697412164285397317549286456728139982361754
152,152,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=4/7/2019,Tough,minutes,259738461387461592416952378794615283132897645568324719875143926943286157621579834
153,153,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=3/7/2019,Moderate,minutes,456927813978351642123684975614732589539468127287519364892173456361245798745896231
154,154,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=2/7/2019,Moderate,minutes,219654873463879521578132946392748165186925437754316298641283759835497612927561384
155,155,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=1/7/2019,Gentle,minutes,271546893469832517385971624857419236692357148134628975943185762526794381718263459
156,156,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=30/6/2019,Diabolical,minutes,267184395943257816815936742692315487781462539534798261326549178459871623178623954
157,157,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=29/6/2019,Moderate,minutes,493785216675129834182346759524871963836294175917563482341958627268437591759612348
158,158,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=28/6/2019,Diabolical,minutes,635287914279413865148596372864351729312769548957824631796145283483972156521638497
159,159,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=27/6/2019,Tough,minutes,684172395315496827792538614479683251568241739231957468827319546153764982946825173
160,160,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=26/6/2019,Moderate,minutes,984651327251437896763298451137945682829763145645182739472319568318526974596874213
161,161,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=25/6/2019,Moderate,minutes,483625179715389642629714835561948327978253461342167598856472913197836254234591786
162,162,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=24/6/2019,Gentle,minutes,156378492782945613349621857925837146817496325463152789291783564578264931634519278
163,163,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=23/6/2019,Diabolical,minutes,492816375731945628586327194619532487357489216248671953124753869865194732973268541
164,164,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=22/6/2019,Moderate,minutes,426875319589143267317269845738512496245698173691437528864751932972384651153926784
165,165,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=21/6/2019,Diabolical,minutes,618327594493685217752419863841253976926741358375968421584172639169534782237896145
166,166,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=20/6/2019,Tough,minutes,985621374273489156146735289451278693839546721627913845392864517568197432714352968
167,167,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=19/6/2019,Moderate,minutes,184269573396475812275813964419657328723981456568342197947528631851736249632194785
168,168,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=18/6/2019,Moderate,minutes,267584319398671254451923768132496875674815932985237146749368521816752493523149687
169,169,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=17/6/2019,Gentle,minutes,164752893982346157375891624719684532423915768658237941297163485841529376536478219
170,170,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=16/6/2019,Diabolical,minutes,631287495928543716547691823482169357196375248375824961254736189863912574719458632
171,171,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=15/6/2019,Moderate,minutes,296438571135276498847195326763849152451762983928513647579621834314987265682354719
172,172,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=14/6/2019,Diabolical,minutes,862359417574681329931472658326714985457893162189265743245936871713548296698127534
173,173,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=13/6/2019,Tough,minutes,156472938248359617739681425423915786567843192981726543315297864674138259892564371
174,174,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=12/6/2019,Moderate,minutes,218345976456719382973268415749186253325497168861532794692873541584921637137654829
175,175,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=11/6/2019,Moderate,minutes,978564321531982467264137589192743658786295143345618972813476295657329814429851736
